 date      axp       cat      sbux
20040618 0.009716 -0.004015 0.014863
20040621 -0.008853 0.007525 0.001373
20040622 0 0.022273 0.000914
20040623 -0.002136 0.016177 0.008676
20040624 -0.008367 0.015535 -0.012449
20040625 0.007653 -0.01201 -0.009856
20040628 -0.007984 -0.008573 0.00162
20040629 0.006478 0.017295 -0.001387
20040630 0.004096 0.007866 0.00648
20040701 -0.000973 -0.015861 0.025983
20040702 -0.001753 -0.018675 0.020619
20040706 -0.008002 0.00013 -0.002855
20040707 0.003541 0.010035 0.016076
20040708 -0.014507 -0.012516 -0.021456
20040709 -0.005172 0.007187 0.011296
20040712 -0.005999 0.01492 -0.001095
20040713 -0.004426 0.013294 0.004166
20040714 -0.004849 -0.006181 0.003493
20040715 -0.007107 0.00787 0.001306
20040716 -0.003477 -0.014862 0.003259
20040719 -0.005746 0.004884 0.008664
20040720 0.013829 -0.001535 -0.003006
20040721 -0.015676 -0.014346 -0.017015
20040722 -0.000414 -0.044444 0.04645
20040723 -0.004552 -0.004216 -0.014657
20040726 0.016421 -0.008468 -0.007012
20040727 0.011043 -0.005923 0.022256
20040728 0.009102 0.017459 0.002303
20040729 0.001403 0.006809 -0.00731
20040730 0.005805 -0.005952 -0.011361
20040802 0.000597 -0.005307 -0.011066
20040803 -0.007359 -0.019425 -0.013342
20040804 0.006011 0.000279 -0.00916
20040805 -0.013145 -0.02901 -0.003082
20040806 -0.004238 0.009049 -0.035549
20040809 -0.000811 -0.002562 0.00641
20040810 0.016024 0.016983 0.025478
20040811 0.000799 0.011226 -0.010648
20040812 -0.013166 -0.004163 -0.019507
20040813 -0.002426 -0.000139 -0.012349
20040816 0.001418 0.01561 0.00903
20040817 0.006273 -0.005352 0.002754
20040818 0.006033 0.000276 0.018078
20040819 -0.003998 -0.01669 0.003596
20040820 0.003412 0.013326 0.008735
20040823 -0.006 -0.00263 -0.00111
20040824 0.001006 0.015267 0.014892
20040825 0.00402 0.009843 0.008322
20040826 0.003403 -0.002166 -0.064509
20040827 -0.002394 -0.000136 -0.011609
20040830 -0.0074 -0.019674 0.004463
20040831 0.007858 0.006228 0.011226
20040901 0.001799 -0.0011 -0.000231
20040902 0.005987 0.007298 0.027065
20040903 -0.002976 0.005605 -0.000901
20040907 0.014525 0.025557 0.000451
20040908 -0.000981 -0.003181 -0.001352
20040909 -0.000785 -0.004388 0.006769
20040910 0.008448 0.003072 0.005379
20040913 0.003117 0.011451 0.00379
20040914 -0.003107 -0.00316 0.020875
20040915 -0.008377 -0.014131 -0.011964
20040916 0 0.002545 0.004403
20040917 0.009823 0.017103 0.009426
20040920 -0.004669 -0.003153 -0.009772
20040921 0.006255 0.00593 0.002851
20040922 -0.011849 -0.012708 -0.020993
20040923 0 -0.011412 -0.002234
20040924 0.006684 0.00349 0.008283
20040927 -0.010935 -0.004548 -0.014654
20040928 0.003554 0.033324 0.004507
20040929 0.01082 0.046814 0.020637
20040930 0.001557 -0.000621 -0.000879
20041001 0.003692 0.001865 0.038715
20041004 0.018974 0.008065 -0.0036
20041005 0.00247 -0.010831 0.008077
20041006 0.011941 0.007839 0.011596
20041007 -0.003754 -0.012346 -0.018549
20041008 -0.015451 -0.00625 0.006371
20041011 0.005359 -0.001132 0.008863
20041012 0.003427 0.004156 0.004811
20041013 -0.010624 -0.008152 -0.008118
20041014 -0.008437 0.005184 0.002938
20041015 0.015278 0.02 0.035154
20041018 0.00381 0.000493 0.016778
20041019 -0.010057 -0.003205 0.000199
20041020 -0.00115 -0.000989 -0.000994
20041021 0.003454 -0.041466 0.009948
20041022 -0.01071 0.004024 -0.012214
20041025 -0.011212 0.01293 -0.009573
20041026 0.012317 0.013659 0.017116
20041027 0.014871 0.017504 0.025342
20041028 0.003806 -0.015718 0.020467
20041029 0.006066 0.0127 0.000568
20041101 -0.003015 0.016141 0.007942
20041102 0.020601 0.001833 -0.006004
20041103 0.006296 0.027564 0.009438
20041104 0.011226 0.019347 0.021877
20041105 0.003094 0.015021 -0.002562
20041108 -0.006531 -0.001835 -0.002018
20041109 -0.002374 0.014941 0.007721
20041110 0.002563 0.004869 0.008574
20041111 0.01132 0.012508 0.002749
20041112 0.004333 0.001336 -0.002561
20041115 0.006651 -0.003112 -0.002532
20041116 -0.004286 0.002118 -0.009427
20041117 0.005022 0.011126 0.017387
20041118 -0.000178 0.006162 0.003418
20041119 -0.00589 -0.01378 -0.010219
20041122 0.00754 -0.000887 0.023184
20041123 0.001426 0.008768 -0.001416
20041124 0.00089 0.012873 0.006382
20041126 -0.002489 0.008038 -0.002995
20041129 -0.005168 -0.017672 -0.003357
20041130 -0.001971 0.004278 -0.002659
20041201 0.013283 0.012015 0.022929
20041202 -0.005314 -0.00993 0.019114
20041203 0.001781 -0.00883 -0.001159
20041206 0.000178 -0.00385 0.002697
20041207 -0.014397 0.00276 -0.025026
20041208 0.004148 -0.002092 0.016413
20041209 -0.006825 0.009268 0.007559
20041210 -0.00217 0.00164 -0.01006
20041213 -0.002537 0.025759 0.010851
20041214 0.016533 -0.002979 0.000511
20041215 0.003396 0.012593 -0.000681
20041216 -0.003563 -0.000949 -0.010907
20041217 -0.000536 -0.005802 0.002412
20041220 -0.001073 0.001167 0.009797
20041221 0.010564 0.020244 0.003574
20041222 0.008505 0.009246 0.036974
20041223 -0.008609 0.001647 -0.008505
20041227 -0.00319 -0.012434 0.012867
20041228 0.001778 0.024662 0.027524
20041229 -0.001242 0 0.012363
20041230 -0.00231 -0.009445 -0.019258
20041231 0.003918 -0.000308 -0.00447
20050103 -0.00816 -0.025023 -0.019564
20050104 -0.015024 -0.011045 -0.000654
20050105 -0.009261 -0.019145 0.008183
20050106 -0.005143 0.014747 -0.030195
20050107 -0.007386 -0.002137 -0.001172
20050110 0.002046 -0.00921 -0.030836
20050111 -0.009282 -0.013835 -0.007609
20050112 -0.002248 0.012385 -0.006447
20050113 -0.006948 0.005305 -0.028937
20050114 -0.003026 0.008938 0.015171
20050118 0.008156 -0.008005 0.030955
20050119 -0.001693 -0.011023 -0.003451
20050120 -0.012439 -0.015627 -0.01974
20050121 -0.008969 -0.009436 -0.016428
20050124 0.012902 -0.01244 -0.031789
20050125 0.01597 0.027009 0.001669
20050126 -0.006362 0.006851 0.024815
20050127 -0.006026 -0.050483 -0.041742
20050128 0.000379 0.010865 0.012634
20050131 0.010417 0.018751 0.005587
20050201 0.06373 0.011448 0.006481
20050202 -0.017269 0.009876 -0.00644
20050203 -0.006455 0.00868 -0.082037
20050204 0.007399 0.001089 0.021989
20050207 -0.004658 -0.005876 0.006711
20050208 -0.008819 0.001314 0.011176
20050209 -0.005448 -0.009182 -0.019779
20050210 0.006208 0.015666 -0.007319
20050211 0.001452 0.007821 0
20050214 -0.01069 -0.006036 -0.006576
20050215 -0.001831 -0.007807 0.01324
20050216 0.002202 0.011366 -0.002376
20050217 -0.002197 -0.00778 -0.011709
20050218 -0.006789 -0.010673 0.00261
20050222 -0.006466 -0.015192 -0.006008
20050223 0.003905 0.011178 0.00544
20050224 0.006668 0.029847 0.02505
20050225 0.004232 0.017819 0.000391
20050228 -0.007878 0.002426 0.012507
20050301 0.009234 0.024408 0.014862
20050302 0.000915 -0.002054 0.004374
20050303 0.000183 0.005866 0.01477
20050304 0.004387 0.022713 0.015861
20050307 0 -0.010604 0.013042
20050308 -0.009645 0.001011 -0.010698
20050309 -0.014149 -0.022121 0
20050310 0.007083 0.014978 -0.004765
20050311 -0.009069 0.007531 -0.014733
20050314 0.00579 -0.02495 0.003738
20050315 -0.0065 0.002279 -0.006704
20050316 -0.015327 -0.004961 -0.023997
20050317 -0.004366 0.005713 0.001537
20050318 -0.000953 -0.004338 0.007288
20050321 -0.002099 -0.002282 -0.006664
20050322 -0.021228 -0.015284 -0.009776
20050323 -0.01485 -0.011298 -0.004259
20050324 -0.002777 -0.000641 0.00797
20050328 0.01611 0.006839 0.006365
20050329 -0.003523 -0.046911 0.007474
20050330 0.013357 0.018708 0.004565
20050331 -0.001943 -0.000437 -0.021776
20050401 -0.009149 -0.014108 -0.007762
20050404 0.007859 0.000666 0.002946
20050405 -0.001559 0.001663 0.006419
20050406 0.006052 0.011399 0.007538
20050407 0.004269 0.002079 -0.031268
20050408 -0.004058 -0.009718 -0.037228
20050411 -0.004269 -0.005734 -0.02283
20050412 0.016368 0.01353 0.009261
20050413 -0.001534 -0.030529 -0.017518
20050414 -0.018625 -0.036117 -0.005094
20050415 -0.007631 -0.022717 0.010028
20050418 0.00414 0.001438 -0.007182
20050419 -0.007461 0.016391 -0.016596
20050420 -0.010287 0.036374 -0.0119
20050421 0.007396 0.023058 0.016203
20050422 -0.011706 0.001673 -0.018315
20050425 0.023288 0.014698 0.041484
20050426 0.011379 -0.024909 -0.017703
20050427 0.010669 -0.009115 -0.004291
20050428 -0.007677 -0.015332 0.046326
20050429 0.019342 0.015571 0.019769
20050502 0.006641 0.003975 0.005856
20050503 -0.000942 -0.009276 0.004015
20050504 0.009811 0.021009 0.011998
20050505 -0.006353 0.004809 0.032207
20050506 -0.003385 0.00345 0.003446
20050509 -0.003962 0.001331 -0.003625
20050510 -0.005872 -0.006978 -0.006318
20050511 -0.001905 0.013943 0.020231
20050512 -0.004582 -0.022222 0.003777
20050513 -0.00748 0.00135 0.015992
20050516 0.01372 0.015506 -0.003889
20050517 0.003431 0.017482 0.004834
20050518 0.017097 0.016964 0.018501
20050519 -0.005603 -0.000214 0.000545
20050520 -0.003381 0.00139 -0.001634
20050523 -0.000189 0.004379 -0.001273
20050524 -0.002827 -0.002233 -0.002549
20050525 -0.005104 -0.014494 0.004016
20050526 0.00475 0.021196 0.003455
20050527 0.006997 -0.001271 0.007973
20050531 0.011268 -0.002121 -0.0151
20050601 0.004271 0.014451 0.016791
20050602 0.003143 -0.003038 0.009693
20050603 -0.00129 -0.012713 -0.014044
20050606 -0.000738 0.001916 0.00595
20050607 0.009789 0.004036 -0.005019
20050608 -0.002195 0.021686 -0.007206
20050609 0.002566 0.009008 0.003448
20050610 0.000366 -0.004413 -0.009584
20050613 0.00457 0.005772 0.009859
20050614 0.000728 0.010145 -0.001266
20050615 -0.000182 0.000101 0.001177
20050616 -0.001273 -0.002739 -0.005334
20050617 -0.001639 0.019225 -0.008362
20050620 -0.00383 0.005988 -0.0022
20050621 0.00238 0.013889 -0.010288
20050622 0.000548 -0.015949 0.001856
20050623 -0.02008 -0.020881 -0.014267
20050624 -0.001304 -0.01635 -0.014286
20050627 -0.004477 0.000619 -0.009153
20050628 0.011804 0.00908 0.02117
20050629 -0.006852 -0.011861 -0.016774
20050630 -0.005233 -0.013762 -0.009776
20050701 0.005824 0.006505 -0.011808
20050705 0.007658 0.002502 0.018217
20050706 -0.01279 -0.009046 -0.026933
20050707 0.003943 0.021511 -0.007711
20050708 0.008603 0.013867 0.03168
20050711 0.000742 0.012867 0.004828
20050712 -0.002594 -0.010103 -0.001345
20050713 0.001858 0.008892 -0.004811
20050714 0.002781 0.021635 0.014504
20050715 -0.005917 -0.006471 0.004575
20050718 -0.014137 0.00296 -0.006641
20050719 0.007547 0.050767 -0.014136
20050720 0.009551 0.000936 0.008138
20050721 0.007791 -0.016917 -0.00788
20050722 0.004417 0.002103 -0.005812
20050725 -0.000183 -0.010685 -0.016952
20050726 -0.005132 -0.000579 -0.001189
20050727 0.012343 0.018719 -0.000794
20050728 0.009463 0.031445 0.046276
20050729 -0.008473 -0.009917 -0.002468
20050801 -0.003091 0.00204 -0.006851
20050802 0.010396 0.008145 -0.001533
20050803 0.001444 -0.001285 -0.00403
20050804 0.006669 -0.006803 -0.017726
20050805 -0.000716 -0.00759 -0.008631
20050808 -0.001971 0.001306 0.008904
20050809 -0.001975 0.012295 0.015297
20050810 0.01637 0.012146 -0.007727
20050811 0.00531 0.009091 0.019661
20050812 -0.002289 -0.012613 -0.006682
20050815 -0.00247 0.008394 0.004036
20050816 -0.008314 -0.028411 -0.022014
20050817 -0.000535 -0.004284 0.004698
20050818 0.001606 -0.005799 -0.003507
20050819 -0.000356 0.03142 -0.000978
20050822 0.003209 -0.000182 -0.009002
20050823 -0.004975 -0.002189 -0.007899
20050824 -0.01 -0.027062 -0.016322
20050825 0.005231 0.003571 0.000202
20050826 -0.012919 0.001685 -0.000202
20050829 0.015997 0.003926 -0.004249
20050830 -0.012346 0.00149 -0.013005
20050831 0.000725 0.031796 0.009471
20050901 0.001086 0.026131 -0.006935
20050902 0.001085 0.023007 -0.00801
20050906 0.028902 0.004463 0.004969
20050907 0.007198 0.009571 -0.005562
20050908 -0.000174 -0.012527 -0.001243
20050909 0.01447 0.009086 0.003734
20050912 0.006874 0.007305 0.001447
20050913 -0.014508 0.001855 -0.010318
20050914 -0.013336 -0.018519 -0.016681
20050915 0.010356 -0.009605 0.002757
20050916 0.033009 -0.000346 -0.006555
20050919 -0.007232 -0.012994 -0.009791
20050920 -0.008978 -0.002808 -0.007739
20050921 -0.025641 0.005281 0.011048
20050922 0 0.015584 0.03514
20050923 -0.001754 0.015862 0.004761
20050926 0.001757 -0.009844 0.00206
20050927 -0.005263 0.006514 -0.00185
20050928 -0.001411 -0.019925 -0.01174
20050929 0.015719 0.007646 0.023968
20050930 -0.001217 0.013106 0.019743
20051003 0.004352 0.004426 0.005988
20051004 -0.016158 -0.020844 0.002778
20051005 0.005207 -0.026999 -0.014444
20051006 0 -0.018321 0.037342
20051007 -0.004993 0.02591 -0.012193
20051010 -0.015456 -0.018545 0.005486
20051011 0.00265 -0.00018 -0.003507
20051012 -0.019723 -0.014399 -0.008213
20051013 0.00083 -0.013879 0.042981
20051014 -0.006218 0.013704 -0.000378
20051017 0.003545 0.005298 0.003971
20051018 -0.00478 -0.019444 -0.00923
20051019 0.022552 0.027242 0.040684
20051020 -0.032877 -0.020747 -0.010048
20051021 -0.004434 -0.094577 0.015132
20051024 0.050689 0.028414 0.013997
20051025 0.003633 -0.000398 0
20051026 0.008447 0.00517 -0.007888
20051027 -0.024731 -0.012859 -0.028912
20051028 0.013088 0.023447 0.034983
20051031 0.004643 0.029763 0.0169
20051101 -0.012457 0.002472 -0.004597
20051102 0.016684 0.018399 0.024156
20051103 -0.004803 -0.003911 0.020812
20051104 -0.006636 0.001309 0.0316
20051107 0.008097 0.013072 0.001647
20051108 -0.013454 0 -0.029924
20051109 0.004071 -0.002765 0
20051110 0.010744 0.010906 0.015932
20051111 0.011833 0.003291 0.006006
20051114 0.009118 0.010206 0.005307
20051115 0.000393 0.008479 -0.00099
20051116 -0.01669 0.014848 0.004623
20051117 -0.011582 0.013044 0.026298
20051118 0.008283 -0.003306 -0.007687
20051121 0.019836 0.007507 0.029697
20051122 0.016699 0.018194 -0.010972
20051123 0.01256 -0.012764 0.006339
20051125 0.004198 -0.001034 -0.001575
20051128 0.004181 -0.008628 -0.017981
20051129 -0.013437 -0.006092 -0.009316
20051130 -0.01362 0.011909 -0.012646
20051201 0.011085 0.021115 0.02266
20051202 -0.007309 -0.00322 0.025369
20051205 -0.004263 -0.008162 0.00094
20051206 0.002141 0.008058 -0.005006
20051207 -0.007573 -0.017347 -0.014465
20051208 -0.009 -0.007615 -0.015635
20051209 0.009872 0.01308 0.008428
20051212 -0.002346 -0.001033 -0.007072
20051213 -0.005095 0.016199 0.019748
20051214 0.013591 -0.003731 0.005079
20051215 -0.000583 -0.000681 -0.001263
20051216 0.009722 0.015841 -0.013599
20051219 -0.012709 -0.047116 -0.017313
20051220 0.009362 -0.001584 -0.015987
20051221 0.012367 0.005992 0.012268
20051222 -0.001718 0.024001 0.008189
20051223 0.000191 0.001026 -0.007148
20051227 -0.019881 -0.010596 -0.000327
20051228 0.003121 -0.000864 0.000327
20051229 -0.006222 0.005187 -0.001636
20051230 0.006848 -0.006364 -0.016388
20060103 0.021765 0.000519 0.028657
20060104 -0.0097 0.025433 0.025915
20060105 0.010587 0 -0.001895
20060106 0.003429 0.019909 0.000316
20060109 0.024867 0.018197 -0.01012
20060110 -0.002964 -0.004062 -0.008946
20060111 -0.005387 0.000489 0.003224
20060112 0.000187 0.014349 -0.005141
20060113 -0.002054 0.001929 0.010659
20060117 -0.008982 0.010107 -0.004794
20060118 -0.003588 -0.013342 -0.000321
20060119 -0.003411 0.010344 0.007067
20060120 -0.022628 -0.027676 -0.033206
20060123 0.000778 0.004278 -0.002277
20060124 0.026827 0.005079 0.015542
20060125 0.001515 0.011736 -0.011397
20060126 0.007939 0.049944 0.03722
20060127 -0.000375 0.036213 0.014608
20060130 -0.011632 -0.0077 -0.002504
20060131 -0.004366 0.013282 -0.005334
20060201 0.003241 0.019735 -0.010726
20060202 -0.00114 -0.012276 0.096939
20060203 -0.004376 -0.003802 -0.015116
20060206 -0.002102 0.008366 0.018005
20060207 -0.002872 -0.022416 -0.004929
20060208 0.012675 0.024568 0.011655
20060209 0.005879 -0.005232 0.013537
20060210 -0.000754 0.004383 0.008809
20060213 0.000377 -0.001891 -0.026197
20060214 0.009242 0.023317 0.002893
20060215 0.012708 0.019652 0.01471
20060216 0.005352 0.005028 0.019045
20060217 -0.000551 0.001251 -0.012831
20060221 -0.010836 0.007495 -0.003673
20060222 0.018195 0.006475 0.021554
20060223 -0.004923 -0.009718 0.004109
20060224 0.005498 0.004838 -0.006857
20060227 -0.002369 0.011004 0.021715
20060228 -0.015711 -0.005714 -0.010354
20060301 0.004454 0.017926 -0.001101
20060302 -0.006282 -0.000672 -0.022878
20060303 -0.000558 0.003632 0.003667
20060306 0 -0.01863 0.009275
20060307 -0.002977 -0.002458 -0.010025
20060308 0.004665 -0.008762 -0.005626
20060309 -0.011887 -0.013812 -0.012164
20060310 0.019361 -0.006303 0.013459
20060313 -0.007192 0.000705 -0.010172
20060314 0.002229 0.013239 0.034827
20060315 0.001112 0.032666 0.007172
20060316 0.001851 0.008211 -0.009039
20060317 0.009793 0.017757 0.011885
20060320 -0.009698 -0.004985 0.007648
20060321 -0.009793 -0.020303 -0.016536
20060322 -0.000746 0.025569 0.007718
20060323 -0.008403 0.000656 -0.011761
20060324 0.001507 -0.009966 0.013562
20060327 0.003385 -0.001589 -0.000819
20060328 -0.014805 -0.006766 0.000273
20060329 -0.001332 -0.016028 0.02541
20060330 -0.007048 -0.017239 0
20060331 0.008057 -0.008149 0.002665
20060403 -0.002284 0.023534 0.009567
20060404 0.015258 0.02449 0.00895
20060405 -0.003945 0.00664 -0.021915
20060406 -0.011909 -0.001979 -0.001067
20060407 -0.010905 -0.00965 0.010948
20060410 0.002901 0.007074 0.002905
20060411 -0.011572 0.016037 -0.010535
20060412 -0.001171 0.015393 0.011711
20060413 0.000391 -0.011562 0.007367
20060417 -0.004101 -0.006369 -0.01123
20060418 0.02549 0.032178 0.018753
20060419 -0.008222 0.00076 0.008037
20060420 0.010989 -0.009497 -0.000514
20060421 -0.003623 -0.001283 -0.004117
20060424 -0.008995 -0.006293 -0.002326
20060425 -0.009077 -0.031662 -0.011655
20060426 0.011499 0.013613 -0.015723
20060427 0.034682 -0.011718 -0.015975
20060428 0.002048 0.009059 0.008387
20060501 -0.018584 -0.001452 -0.000537
20060502 -0.005302 0.024461 0.015302
20060503 -0.002855 0.008002 -0.012427
20060504 0.007064 0.009091 0.038554
20060505 0.018957 0.014846 0.021655
20060508 -0.002791 -0.001 -0.009336
20060509 -0.00056 0.015519 -0.020632
20060510 0.000933 -0.002095 -0.006502
20060511 -0.016971 -0.016673 -0.043455
20060512 0.003415 -0.022733 -0.024357
20060515 0.004538 -0.00437 0.018233
20060516 -0.002823 -0.001678 0.020937
20060517 -0.018498 -0.01849 -0.017539
20060518 -0.001731 -0.016994 -0.01181
20060519 0.006165 -0.024658 0.009728
20060522 -0.006318 0.001237 -0.002753
20060523 0.006166 0.011665 -0.017665
20060524 0.022788 -0.001763 -0.010677
20060525 0.012732 0.005028 0.006532
20060526 0.005916 0.00622 -0.000282
20060530 -0.011211 -0.030368 -0.014112
20060531 0.010409 0.010948 0.020613
20060601 0.007726 0.004661 0.015708
20060602 -0.001095 -0.006549 -0.006076
20060605 -0.020468 -0.047796 -0.016949
20060606 -0.006343 -0.01226 -0.003109
20060607 0.004131 -0.025409 0.012475
20060608 -0.001683 0.002248 0.014842
20060609 0.001311 0.009418 -0.009658
20060612 -0.011784 -0.017772 -0.013096
20060613 -0.011546 0.000151 -0.007623
20060614 0.009958 0.017338 0.020484
20060615 0.015738 0.049941 0.025648
20060616 -0.012134 -0.004234 -0.004893
20060619 -0.013227 -0.008505 -0.017755
20060620 0.009766 0.014868 -0.003615
20060621 0.007586 0.020848 0.016467
20060622 -0.007152 -0.002622 -0.009061
20060623 -0.003033 -0.001937 0.01136
20060626 0.007606 0.004713 -0.000274
20060627 -0.012833 -0.011451 -0.020554
20060628 -0.002485 0.014794 -0.00028
20060629 0.032771 0.023243 0.062692
20060630 -0.012433 0.001075 -0.005531
20060703 0.008268 0.003894 0.006886
20060705 -0.018822 -0.021934 -0.012099
20060706 0.000762 0.007111 0.00852
20060707 -0.010659 -0.014528 -0.048574
20060710 0.002309 0.009507 -0.011376
20060711 0.007486 0.001774 0.009823
20060712 -0.005525 -0.028474 -0.043079
20060713 -0.018199 -0.022577 -0.011908
20060714 0.00039 -0.007317 -0.010582
20060717 -0.00039 0 0.017231
20060718 -0.005854 0.008383 -0.024533
20060719 0.022571 0.023751 0.013174
20060720 -0.00595 -0.028684 -0.012707
20060721 -0.022591 -0.010568 0.011374
20060724 0.00079 0.031748 0.027227
20060725 0.003553 0.001985 0.019879
20060726 0.017899 -0.007501 -0.038983
20060727 -0.008889 0.008413 -0.012934
20060728 0.017547 0.006929 0.013401
20060731 -0.002491 -0.004775 0.005877
20060801 0.00096 -0.016368 -0.037102
20060802 -0.006525 0.014919 0.010316
20060803 0.006954 0.027986 -0.07988
20060804 0.001535 0.005087 -0.000979
20060807 -0.002107 0.001094 0.006207
20060808 0.003263 -0.021591 -0.014935
20060809 -0.004018 -0.043017 -0.026038
20060810 -0.001537 -0.002919 0.013875
20060811 -0.003463 -0.018882 -0.002003
20060814 0 -0.015963 0.002007
20060815 0.019498 0.021983 0.007677
20060816 0.004166 0.025219 0.014906
20060817 0.009051 0.003617 0.021214
20060818 -0.004672 -0.015138 -0.005433
20060821 0.000751 -0.000878 -0.014139
20060822 -0.00394 0.003663 -0.016623
20060823 -0.001695 -0.018832 -0.01591
20060824 0.002453 -0.025443 -0.002021
20060825 -0.003953 0.007481 0.0108
20060828 0.000378 0.001212 0.017362
20060829 -0.007367 -0.009384 -0.00361
20060830 -0.001522 -0.005959 0.012516
20060831 0.001334 0.019828 0.008783
20060901 0.00019 0.013866 0.024186
20060905 0.001903 0.035826 0.007242
20060906 -0.006268 -0.007893 -0.015317
20060907 -0.000382 -0.019818 -0.012063
20060908 0.006119 -0.006494 0.002249
20060911 -0.002661 -0.026886 0.01026
20060912 0.002477 -0.005495 0.029514
20060913 0.015206 0.018112 0.018496
20060914 0.001311 -0.012362 -0.000303
20060915 0.005049 -0.001221 0.024826
20060918 -0.004837 0.023842 -0.006204
20060919 -0.001496 -0.006419 0.001189
20060920 0.015915 -0.010216 0.029691
20060921 -0.000369 -0.02034 -0.01932
20060922 -0.002397 -0.027425 0
20060925 0.015339 0.024853 0.012937
20060926 0.018566 0.024405 -0.005225
20060927 0.001251 -0.003338 0.005836
20060928 -0.000714 0.013855 -0.007253
20060929 0.001607 -0.011864 -0.004968
20061002 -0.016049 -0.006687 -0.012628
20061003 0.014679 -0.003825 0.0116
20061004 0.012859 0.006604 0.057336
20061005 0.001591 0.041196 0.075918
20061006 -0.001059 -0.002784 -0.007237
20061009 -0.001237 0.012491 -0.00026
20061010 0.02017 0.002322 -0.009375
20061011 -0.003642 -0.010715 -0.016299
20061012 0.007659 0.013612 0.014431
20061013 0.002246 -0.002455 -0.00079
20061016 -0.006549 0.012305 0.012391
20061017 0.007981 -0.000429 -0.014063
20061018 -0.002926 -0.011731 -0.001849
20061019 0.000691 0.003474 -0.000265
20061020 0.001208 -0.145175 -0.008999
20061023 -0.023949 0.024068 0.02297
20061024 0.000883 0.008441 -0.00235
20061025 0.002822 0.016084 0.006543
20061026 0.016884 0.007107 0.01066
20061027 -0.009512 -0.017322 -0.021868
20061030 0.000698 -0.008324 0.003156
20061031 0.008724 -0.000823 -0.010225
20061101 -0.002768 -0.003459 -0.003974
20061102 -0.003296 0.000992 -0.007447
20061103 -0.006961 -0.002147 -0.022776
20061106 0.019278 -0.009598 0.027694
20061107 0.004986 0.00117 -0.010939
20061108 0.010607 0.003004 0.007014
20061109 -0.002709 -0.014975 -0.010983
20061110 -0.000849 0.006757 0.023565
20061113 0.001869 -0.001342 0.0172
20061114 0.006274 0.014113 0.001041
20061115 0.002359 0.018058 0.012734
20061116 0.001513 -0.001302 0.011804
20061117 0.004532 -0.007007 -0.050976
20061120 -0.004345 -0.000492 -0.017905
20061121 -0.002853 0.021015 -0.004898
20061122 0.008079 0.009648 -0.005195
20061124 0.000167 0.001274 -0.001924
20061127 -0.01803 -0.014315 -0.01377
20061128 0.00136 -0.005971 -0.013683
20061129 -0.002207 0.007468 0.010759
20061130 -0.000851 -0.000483 -0.011345
20061201 -0.002895 -0.013542 -0.002692
20061204 0.022886 0.004903 0.015625
20061205 -0.000668 0.010733 0.03049
20061206 -0.003008 0.014481 0.000543
20061207 -0.008379 -0.000793 -0.010309
20061208 0.011154 0.006349 -0.001645
20061211 -0.008691 -0.005205 0.005766
20061212 -0.003204 -0.012526 -0.009282
20061213 0.014378 -0.012685 -0.005787
20061214 0.032183 0.010246 0.014412
20061215 -0.0042 -0.004829 -0.004918
20061218 0.002109 0.001618 -0.004119
20061219 -0.003562 -0.00646 0.007168
20061220 -0.003574 -0.002438 -0.003011
20061221 -0.007663 -0.009125 -0.000275
20061222 -0.000164 -0.003618 -0.01593
20061226 0.005095 0.005116 -0.003907
20061227 0.006704 0.00936 0.002802
20061228 -0.006984 -0.002603 -0.001956
20061229 -0.007687 0.000326 -0.008399
20070103 -0.002637 -0.002772 -0.004799
20070104 -0.00729 -0.002616 0.001135
20070105 -0.013184 -0.012787 -0.004251
20070108 0.009471 0.001162 -0.0037
20070109 -0.006366 0.005474 -0.004284
20070110 -0.000674 -0.004949 -0.003155
20070111 0.003037 -0.005305 0.030504
20070112 -0.007401 -0.004333 0.002513
20070116 0.002034 -0.00837 0.008914
20070117 0.001522 0.01131 0.001933
20070118 -0.003715 0.004841 -0.014329
20070119 -0.015424 -0.008848 -0.00643
20070122 -0.000516 -0.020212 -0.007034
20070123 -0.008956 0.023896 -0.009634
20070124 0.024157 0.002854 -0.004578
20070125 -0.019684 -0.001674 -0.02357
20070126 0.001385 0.024484 -0.002649
20070129 -0.00363 0.009985 0.020071
20070130 0.006419 0.019125 0
20070131 0.00362 0.018925 0.010995
20070201 -0.002576 0.014359 -0.015169
20070202 0.00155 0.004001 -0.004069
20070205 0.000688 -0.011648 -0.007295
20070206 -0.002405 -0.001085 -0.010288
20070207 0.010679 0.018938 0
20070208 -0.003238 -0.000152 -0.007425
20070209 -0.016413 -0.012647 -0.013764
20070212 -0.009213 -0.003086 -0.008799
20070213 0.010526 0.002012 -0.000306
20070214 0.018924 0.022092 0.020821
20070215 0.002726 0.022068 -0.003599
20070216 0.002889 0.000739 -0.006322
20070220 -0.005252 0.003842 -0.005756
20070221 -0.003066 0.004122 -0.012797
20070222 -0.006492 -0.006304 0.018827
20070223 -0.002236 -0.007672 -0.007876
20070226 -0.015167 0 -0.022592
20070227 -0.027126 -0.036128 -0.039366
20070228 0.023026 -0.00617 0.004878
20070301 -0.005627 -0.008226 -0.016505
20070302 -0.019629 -0.013459 -0.016782
20070305 -0.00974 0.002062 -0.01573
20070306 0.026776 0.007124 0.020061
20070307 -0.009047 0.009588 0.015667
20070308 0.017186 0.00109 0.007548
